window_id,timestamp_ms,label,ax,ay,az,gx,gy,gz
1777651370232,1777651371270,Up,0.975,-0.034,0.135,3.954,18.489,2.565
1777651370232,1777651371281,Up,0.983,0.026,0.13,6.748,19.45,5.053
1777651370232,1777651371287,Up,0.992,0.057,0.114,7.603,18.458,3.45
1777651370232,1777651371301,Up,0.97,0.067,0.094,7.771,16.092,2.153
1777651375098,1777651375113,Up,1.033,0.133,-0.086,-5.16,-6.122,-6.275
1777651375098,1777651375133,Up,1.04,0.122,-0.083,-5.13,-6.611,-7.634
1777651375098,1777651375140,Up,1.045,0.119,-0.092,-4.534,-6.855,-6.626
1777651375098,1777651375149,Up,1.057,0.107,-0.1,-3.45,-6.198,-3.389
1777651375098,1777651375157,Up,1.07,0.13,-0.103,-4.107,-5.038,-0.58
1777651375098,1777651375171,Up,1.106,0.144,-0.089,-3.969,-6.183,1.099
1777651375098,1777651375183,Up,1.135,0.147,-0.066,-4.244,-4.412,0.962
1777651375098,1777651375199,Up,1.153,0.151,-0.072,-4.244,-0.031,0.748
1777651375098,1777651375209,Up,1.144,0.136,-0.06,-2.626,1.405,0.244
1777651375098,1777651375223,Up,1.127,0.121,-0.066,-1.649,0.901,-2.198
1777651375098,1777651375231,Up,1.112,0.133,-0.08,-3.466,0.427,0.55
1777651375098,1777651375240,Up,1.108,0.11,-0.077,-5.252,0.656,2.092
1777651375098,1777651375249,Up,1.105,0.111,-0.075,-6.626,-0.84,3.42
1777651375098,1777651375262,Up,1.123,0.085,-0.064,-6.794,-2.58,3.786
1777651375098,1777651375269,Up,1.139,0.084,-0.059,-4.198,-1.603,5.466
1777651375098,1777651375282,Up,1.148,0.1,-0.066,-1.71,2.397,8.076
1777651375098,1777651375295,Up,1.156,0.112,-0.083,0.031,5.42,9.817
1777651375098,1777651375314,Up,1.115,0.182,-0.106,-5.74,2.214,13.817
1777651375098,1777651375321,Up,1.184,0.143,-0.068,-8.366,0.275,10.58
1777651375098,1777651375331,Up,1.2,0.108,-0.071,-2.244,10.244,13.267
1777651375098,1777651375338,Up,1.146,0.111,-0.088,0.458,16.656,16.595
1777651375098,1777651375354,Up,1.14,0.105,-0.093,-3.802,15.176,18.015
1777651375098,1777651375365,Up,1.135,0.058,-0.075,0.244,22.046,28.214
1777651375098,1777651375384,Up,1.114,0.053,-0.09,3.038,23.115,30.458
1777651375098,1777651375387,Up,1.077,0.068,-0.095,5.603,21.267,33.42
1777651375098,1777651375403,Up,1.085,0.104,-0.095,5.038,21.099,36.687
1777651375098,1777651375412,Up,1.113,0.128,-0.088,4.443,23.13,37.16
1777651375098,1777651375421,Up,1.145,0.15,-0.072,3.145,25.42,34.305
1777651375098,1777651375431,Up,1.14,0.159,-0.077,0.595,25.969,28.672
1777651375098,1777651375443,Up,1.119,0.159,-0.083,-3.267,24.916,23.221
1777651375098,1777651375448,Up,1.121,0.156,-0.07,-7.267,25.817,20.977
1777651375098,1777651375461,Up,1.11,0.14,-0.061,-12.84,27.756,20.183
1777651375098,1777651375475,Up,1.094,0.123,-0.057,-16.626,28.519,17.466
1777651375098,1777651375482,Up,1.091,0.108,-0.056,-20.473,29.893,14.672
1777651375098,1777651375490,Up,1.081,0.068,-0.058,-23.313,30.076,11.634
1777651375098,1777651375499,Up,1.088,0.053,-0.031,-25.069,29.771,7.481
1777651375098,1777651375508,Up,1.087,0.029,-0.013,-25.969,28.931,1.985
1777651375098,1777651375522,Up,1.081,0.015,-0.006,-26.229,27.328,-2.962
1777651375098,1777651375532,Up,1.086,0.014,0.01,-27.42,25.863,-8.214
1777651375098,1777651375545,Up,1.1,-0.004,0.041,-28.061,26.29,-11.328
1777651375098,1777651375550,Up,1.111,-0.004,0.065,-26.504,27.527,-14.901
1777651375098,1777651375564,Up,1.101,0.013,0.062,-27.527,27.328,-18.733
1777651375098,1777651375580,Up,1.046,0.041,0.043,-29.267,23.053,-21.679
1777651375098,1777651375597,Up,1.05,0.041,0.024,-32.809,20.779,-16.458
1777651375098,1777651375614,Up,1.054,0.041,0.02,-32.595,19.771,-14.901
1777651375098,1777651375634,Up,1.073,0.025,0.022,-30.366,16.55,-15.328
1777651375098,1777651375640,Up,1.094,0.021,0.038,-28.748,17.069,-15.679
1777651375098,1777651375653,Up,1.083,0.018,0.041,-27.588,16.947,-14.992
1777651375098,1777651375664,Up,1.056,-0.001,0.053,-25.603,16.29,-11.802
1777651375098,1777651375684,Up,0.985,-0.006,0.034,-16.763,18.641,5.802
1777651375098,1777651375691,Up,0.969,-0.005,0.051,-10.87,17.618,15.42
1777651375098,1777651375704,Up,0.971,0.006,0.05,-4.977,16.641,24.55
1777651375098,1777651375718,Up,0.998,0.037,0.064,3.588,18.321,39.71
1777651375098,1777651375731,Up,1.01,0.055,0.058,5.191,17.695,43.924
1777651375098,1777651375743,Up,1.04,0.085,0.073,5.069,17.588,45.511
1777651375098,1777651375747,Up,1.064,0.092,0.072,5.221,18.382,44.458
1777651375098,1777651375759,Up,1.071,0.119,0.089,3.786,17.649,38.565
1777651375098,1777651375767,Up,1.071,0.132,0.078,0.275,16.947,29.878
1777651375098,1777651375781,Up,1.059,0.128,0.069,-4.061,16.595,21.145
1777651375098,1777651375792,Up,1.045,0.119,0.058,-9.405,15.969,14.0
1777651375098,1777651375800,Up,1.038,0.095,0.07,-14.885,15.145,8.305
1777651375098,1777651375811,Up,1.047,0.073,0.073,-17.802,13.802,1.527
1777651375098,1777651375818,Up,1.025,0.054,0.07,-20.382,12.702,-4.565
1777651375098,1777651375833,Up,1.045,0.052,0.086,-22.519,11.313,-11.557
1777651375098,1777651375839,Up,1.057,0.043,0.086,-24.947,11.13,-19.206
1777651375098,1777651375850,Up,1.051,0.021,0.093,-25.481,12.031,-24.885
1777651375098,1777651375863,Up,1.016,-0.003,0.094,-25.313,13.267,-26.824
